image_name,pred_score,GT
2cc0313aa9af3b02bf848bcb5d001046_image.jpg,0.8643631,real
2d8c532a63b87e5a4aeeffc2cd545362_image.jpg,0.98720855,real
2e50cb6a77ddbefa87650e21cf9fb8a5_image.jpg,0.9942882,real
2d0a7fe4ba153cbb558625673360ca42_image.jpg,0.460486,real
2d6bc82cbdcd2a55500f8da037f492d1_image.jpg,0.9676407,real
2e59edb5da9359bb3a3667bc726bc077_image.jpg,0.9276981,real
2d0307aaa2fdb24ccb4b497d6ce91e6f_image.jpg,0.99044585,real
2df8e37e7db51fd6315a9cdcddd1bbaf_image.jpg,0.89625823,real
2d63aefa34c045303a652546a1d5dd7b_image.jpg,0.96229464,real
2d8bb3c360f7e6552116d4ad92fe5f04_image.jpg,0.94523895,real
02cf42594abcf6f2d914665fc32676c1_image.jpg,0.12728691,real
2deac09fbd265555dfd5ff639e2d757c_image.jpg,0.94448185,real
2d0de2fa48edf89bebcaccc054f70b53_image.jpg,0.9914654,real
2d58c56f27f2dada63702745e6b2f116_image.jpg,0.8841763,real
2e4eb71303e1a833bed080426fd76a17_image.jpg,0.97354954,real
2d0ec54318015a34c58197b0e45be899_image.jpg,0.9982796,real
2d016dadb4b0c2aa49915466136e51de_image.jpg,0.97053266,real
2d4631f1f344a4ba5d13c48407d0b79a_image.jpg,0.9340951,real
2e083a9c9cd2c265fab06fb00ae169aa_image.jpg,0.10617017,real
2df2a79e5ba7d9bb2a0b2229514fe08d_image.jpg,0.94655627,real
2cd0c0227cf029171a7e8aee5e2eedcf_image.jpg,0.9828631,real
2e15a954bd068d19ab36298c29402e10_image.jpg,0.692225,real
2d759af0ed0b97f87c106abba1a14479_image.jpg,0.7300738,real
2dabe94822b367c8433077044fd005c6_image.jpg,0.98644805,real
2e56be3098696882ce17d97d42ad6e89_image.jpg,0.9885288,real
02d26ffed3919459bcb049c5f90d1c86_image.jpg,0.8629763,real
02dabeda054c62c5f81ba6e47ec8d501_image.jpg,0.9875146,real
2cec9abd534b2ea6fd347a4832cdaf1e_image.jpg,0.9861432,real
2d07828348b8a244d760f4026d64d78d_image.jpg,0.985531,real
2cca1d5aace85c2c9a306b757b382ec5_image.jpg,0.03531564,real
2db8772f73c860ea419be90f90e4e7b8_image.jpg,0.9931465,real
2ce17012894164883d2e95f8155e0dc1_image.jpg,0.98028415,real
2d72080cdf1983340ba510701f6a13b9_image.jpg,0.9206611,real
2e8add8a70159756fe68bb2600f3ef4e_image.jpg,0.74688184,real
2db6cb798fe5093358389060d1fbb558_image.jpg,0.9931064,real
2dd426a43841674c376e921c516de8ad_image.jpg,0.9098844,real
2d09bee451ffaad0f00db071ca816aeb_image.jpg,0.7111109,real
2cff4e2378fa1a1c74f8b21c84011fd0_image.jpg,0.9970055,real
2d71f40a302b302e22a7355467ce5127_image.jpg,0.7470359,real
2e27c2fcc37ccae777cf427cdf628e16_image.jpg,0.98856014,real
2dcd6e725abb739a95b56753ce043efb_image.jpg,0.9972255,real
2da025350a7884f5ab452e5b571835da_image.jpg,0.98564506,real
2e5ebc64f0ea58fde403fe79341f0dc1_image.jpg,0.9918937,real
2e35ac62e65623fd89df530e36e5c0c5_image.jpg,0.9816927,real
2e4e3002223899de0b24dd17e0d88f5c_image.jpg,0.82903326,real
2cc92335667db228875f1e39dd1418f4_image.jpg,0.9766252,real
2dd2c23b9518452dcd3eeb56a99fd305_image.jpg,0.9771269,real
02d71df9772e89a1523665fa47b5d1ef_image.jpg,0.91281605,real
2d926ae8240781dafaedb4163e5d0495_image.jpg,0.99713945,real
2de81671783708130a71845739f689d7_image.jpg,0.993898,real
2d33900bf4f2a0848948a35eb38c6bf3_image.jpg,0.9883089,real
2d46a4889dc541dc706373116bce655c_image.jpg,0.318716,real
2d4203ca1f0a70d763bee5a77902c673_image.jpg,0.8276328,real
2ccd8ee3cdd5277c7fd2b1484b780598_image.jpg,0.9850286,real
2d01db472824be69136f64b3884b1c2a_image.jpg,0.9799503,real
2da6e9e9d906dc299af82ef0d69bf2fe_image.jpg,0.95252204,real
2d22ac2e1859493173b784e9aed5a48c_image.jpg,0.97690886,real
2e1f9ffd1e41bfab134417162f5f8b0a_image.jpg,0.36091366,real
2d87f841a85b2e1b848fc77dc1e665b3_image.jpg,0.982276,real
02ceaa05e0e1141851dcb8f3f97b50c2_image.jpg,0.7045391,real
2cd45eebb357f7e11ab671bac04965a5_image.jpg,0.9898086,real
2d23d3a13d9ca3d37c0dde903d9de331_image.jpg,0.99824905,real
2d88743fe011863d9569a6a5b21c27f8_image.jpg,0.9807015,real
2e6f8c857d801381fe593a0146db4c2d_image.jpg,0.8481523,real
2d0ccd932295447431c49372aa3527ca_image.jpg,0.7778146,real
2d6c6d84389f21ec12052a9c0e4a7e92_image.jpg,0.99831533,real
2db661cfa068822dd169db7ba0457f9c_image.jpg,0.99134505,real
2dbb7dfc8b6aa11c7b9ec27842614c1c_image.jpg,0.9989385,real
2ccd200040f60aac2080b9734439e948_image.jpg,0.995445,real
2e19aadc10f224e547cf76f006741685_image.jpg,0.99898225,real
2d568c33ced83d8e9d0f1ed17cb07dfb_image.jpg,0.9055086,real
2d9bd25b4c8a5d7d3c79e2ea07795e55_image.jpg,0.98279667,real
2d2d63b7209fa754e69f07bb9901616e_image.jpg,0.99651945,real
2d61f1ee9eeb47c9a1a255ec93ae143b_image.jpg,0.9852073,real
2d97e5c926202ee25925405a28e708a0_image.jpg,0.9592555,real
2e2d92a5ec876f64fb4c45758632e7ec_image.jpg,0.96176535,real
2da43a076659e35836ac841d74801776_image.jpg,0.8139363,real
2e0015ca0aa7cbc220e1e2f620a46e11_image.jpg,0.988679,real
2e8a187061e2ab5fe766d7e2e5b9e3a2_image.jpg,0.9866572,real
2d17135c70b3bc471e645f492771cc9e_image.jpg,0.99174315,real
02cfa48c59f52a61387436cdd0e17abc_image.jpg,0.024470825,real
2d495d823d2a2a9e7fb88fc56c876287_image.jpg,0.44198564,real
2dccde0bc2bfd86142eafd2102690ec1_image.jpg,0.9988931,real
2e4fba64b039a1556808ed19a36b6f9a_image.jpg,0.97583574,real
2dfa4ad586a36b372890e38d325d2601_image.jpg,0.9784607,real
2e0b91d7456ddec77b65e0e5da60110b_image.jpg,0.88729507,real
2e42eefa4aac60a2b0cdc904c9fd2c7a_image.jpg,0.9960821,real
2d4783c4089b84d7ad02ced06aefd876_image.jpg,0.99678755,real
2e37dd3e13616ab63fa0797083df5e8c_image.jpg,0.98489815,real
2ccfba55f2c6e300ae9ce6dc77b8b0ac_image.jpg,0.25628108,real
2dd14e597c744c08bc0785607ca2be92_image.jpg,0.99496293,real
2e5f628a85c4ca4614e054875d081841_image.jpg,0.82298,real
2cfd28f82326c97d08c46727239381df_image.jpg,0.997792,real
2d5107d9f2d303cc1c2ccff5080ded82_image.jpg,0.99208415,real
2e51f203d17c52ba19678cb09da094d3_image.jpg,0.9854154,real
2e13fa6bf12dea79ddb57bfb4f57a7e1_image.jpg,0.98097044,real
2ce3b6a1ec1f1037fc99039f7b087be7_image.jpg,0.9624427,real
2deb0a2a199a70e639c8d027cb75b4c4_image.jpg,0.6987067,real
2d3d66c85c12352025be50654e879a22_image.jpg,0.99739885,real
2d6ea65391156b602c7b2b3e09cc4e7e_image.jpg,0.6022113,real
0a79505e978c63543a1e4a184c45f3cf_image.jpg,0.0037877925,fake
1c6b12a8be36b910b15248cf69da32c9_image.jpg,0.0018801035,fake
0a5dfeb668b133fe623cec5577d58776_image.jpg,0.0004186007,fake
0f475082b843f5cc0dbe8d9128ade65e_image.jpg,0.009976758,fake
01c139cd75d6556a2cd36f88412f8bd4_image.jpg,0.0030083905,fake
1b642ccbd137a3af3ed99d65ccb98d00_image.jpg,0.0007313873,fake
1d4fff2ec15e734bd7a68f38ab0a1987_image.jpg,0.00020695971,fake
1a083afe7b4e66465a659f61d2bfc340_image.jpg,0.016536286,fake
1a1e7fe6453560dca663bb5a52411577_image.jpg,0.0010037195,fake
00bc26ef011996ce8bde1d0a2fe7afe6_image.jpg,0.010353728,fake
1a77aee579bf079e3e48596c332c43f1_image.jpg,0.00014335389,fake
0a88fae907f61a9b25f1b51c535056cf_image.jpg,0.00051653344,fake
00a98a0fe4cdf3eb42586eae40337b5c_image.jpg,0.0024871803,fake
0ee8f9340b0044c14581cc7b631ae497_image.jpg,0.00017218268,fake
1a965c2c4b2fa2ae88dbcc630d1c5a41_image.jpg,0.000758725,fake
0bf49594e604e469cb3378617a1dc8e1_image.jpg,0.077314824,fake
1a2e5414e126bcca0495767eef7c2310_image.jpg,0.013424459,fake
0a0ee4ac4a0851935a18b7567e482f0c_image.jpg,0.1013446,fake
0da7e873f3143e8dfe6da560440884b7_image.jpg,0.0031840208,fake
0d19d7ebc0a89d423f8223af16639de8_image.jpg,0.11328442,fake
0ecd7b799c40879da9a4f3c025a8efab_image.jpg,1.3960535e-05,fake
1d4ca792ed56f1c0d1a3b96025d45cd6_image.jpg,0.0019029975,fake
1d49b446a707e6757bf6ddd37289e7d4_image.jpg,0.027249126,fake
0b78adc4a6b58eb20fc81e5912bd449d_image.jpg,0.0008274032,fake
0a928f9156c5ce81f42cf3af90fdc745_image.jpg,0.6975,fake
1ab4e3016a7bd7e309f34e5515624127_image.jpg,0.19497031,fake
1b73058e207254338dd3c7f8407dc8cc_image.jpg,0.017911138,fake
0f3c16fda616c77983be091228bec889_image.jpg,7.032928e-05,fake
0f98993e5fd95b7bd3a6990a16957354_image.jpg,0.0003267733,fake
1bfc7dd31e4b8ffb9a295e3cfb490aa1_image.jpg,0.001233895,fake
0b2dddb0f909e98e38ce0b612a3415e0_image.jpg,0.0010305468,fake
